"client_id","age","job","marital","education","credit_default","housing","loan","contact","month","day","duration","campaign","pdays","previous","poutcome","emp_var_rate","cons_price_idx","cons_conf_idx","euribor3m","nr_employed","y"
80,50,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may",29,193,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
81,51,"blue-collar","married","basic.4y","unknown","unknown","unknown","telephone","may",29,212,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
82,38,"admin.","married","high.school","unknown","no","no","telephone","may",27,165,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
83,49,"entrepreneur","married","university.degree","unknown","yes","no","telephone","may",6,1042,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes"
84,38,"technician","single","university.degree","no","no","yes","telephone","may",23,20,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
85,31,"admin.","divorced","high.school","no","no","no","telephone","may",12,246,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
86,41,"management","married","basic.6y","no","no","no","telephone","may",23,529,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
87,39,"admin.","married","university.degree","no","yes","yes","telephone","may",21,192,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
88,49,"technician","married","basic.9y","no","no","no","telephone","may",19,1467,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes"
89,34,"admin.","married","high.school","no","yes","no","telephone","may",17,188,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
90,35,"admin.","married","university.degree","no","yes","no","telephone","may",29,180,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
91,57,"unknown","married","unknown","unknown","yes","no","telephone","may",5,48,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
92,60,"admin.","married","unknown","unknown","no","yes","telephone","may",2,213,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
93,33,"unemployed","married","basic.9y","no","no","no","telephone","may",27,545,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
94,42,"blue-collar","married","basic.6y","no","no","yes","telephone","may",28,583,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
95,45,"services","married","professional.course","no","yes","no","telephone","may",25,221,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
96,42,"management","married","university.degree","no","no","no","telephone","may",17,426,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
97,53,"admin.","divorced","university.degree","unknown","no","no","telephone","may",27,287,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
98,37,"technician","single","professional.course","no","no","no","telephone","may",30,197,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
99,44,"blue-collar","married","basic.6y","no","no","no","telephone","may",3,257,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
100,54,"services","married","unknown","no","yes","no","telephone","may",25,229,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
101,49,"blue-collar","married","basic.4y","no","no","no","telephone","may",30,55,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
102,54,"services","married","unknown","no","no","no","telephone","may",27,400,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
103,52,"admin.","divorced","university.degree","no","no","no","telephone","may",19,197,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
104,52,"admin.","divorced","university.degree","no","no","no","telephone","may",24,190,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
105,43,"services","single","high.school","unknown","no","no","telephone","may",8,21,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
106,34,"housemaid","married","basic.6y","no","yes","no","telephone","may",22,300,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
107,35,"admin.","married","high.school","no","yes","no","telephone","may",9,123,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
108,42,"entrepreneur","married","unknown","unknown","yes","no","telephone","may",15,293,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
109,43,"technician","married","unknown","unknown","yes","yes","telephone","may",9,325,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
110,60,"retired","divorced","university.degree","unknown","no","no","telephone","may",4,514,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
111,58,"unemployed","married","basic.4y","unknown","no","no","telephone","may",1,849,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
112,35,"services","divorced","high.school","no","yes","no","telephone","may",25,194,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
113,55,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may",4,212,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
114,37,"management","married","university.degree","no","no","no","telephone","may",6,337,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
115,36,"blue-collar","married","high.school","no","no","no","telephone","may",20,286,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
116,52,"admin.","divorced","university.degree","no","no","no","telephone","may",31,247,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
117,57,"blue-collar","divorced","unknown","unknown","yes","no","telephone","may",24,518,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
118,56,"admin.","married","unknown","no","yes","no","telephone","may",6,364,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
119,48,"blue-collar","divorced","basic.4y","unknown","yes","no","telephone","may",26,178,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
120,40,"blue-collar","married","high.school","unknown","yes","no","telephone","may",21,98,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
121,49,"blue-collar","divorced","high.school","no","no","no","telephone","may",1,439,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
122,41,"services","married","high.school","no","no","no","telephone","may",18,139,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
123,45,"technician","married","high.school","no","yes","no","telephone","may",9,79,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
124,32,"admin.","married","university.degree","no","yes","yes","telephone","may",26,175,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
125,42,"admin.","married","university.degree","no","no","yes","telephone","may",21,262,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
126,50,"admin.","married","basic.6y","no","no","no","telephone","may",31,61,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
127,31,"technician","divorced","professional.course","no","yes","yes","telephone","may",24,78,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
128,56,"retired","married","basic.4y","no","yes","no","telephone","may",23,102,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
129,41,"technician","married","professional.course","unknown","yes","no","telephone","may",12,579,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes"
130,37,"blue-collar","married","basic.6y","no","yes","yes","telephone","may",29,143,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
131,41,"technician","married","professional.course","unknown","no","no","telephone","may",20,677,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
132,35,"blue-collar","married","unknown","no","yes","no","telephone","may",22,267,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
133,37,"blue-collar","married","basic.6y","no","yes","no","telephone","may",12,345,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
134,52,"management","married","university.degree","no","no","no","telephone","may",19,185,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
135,39,"management","divorced","university.degree","no","no","no","telephone","may",5,207,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
136,39,"housemaid","married","basic.4y","unknown","no","no","telephone","may",26,69,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
137,56,"blue-collar","married","basic.4y","unknown","no","no","telephone","may",19,100,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
138,34,"services","married","high.school","no","yes","no","telephone","may",28,125,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
139,45,"blue-collar","married","basic.9y","unknown","yes","no","telephone","may",27,461,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes"
140,43,"unemployed","single","university.degree","no","yes","no","telephone","may",16,240,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
141,56,"management","married","unknown","no","yes","no","telephone","may",22,70,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
142,39,"management","married","university.degree","no","yes","no","telephone","may",24,193,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
143,53,"blue-collar","married","basic.4y","no","yes","no","telephone","may",17,136,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
144,38,"unknown","divorced","high.school","unknown","yes","no","telephone","may",24,73,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
145,42,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may",6,528,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
146,42,"blue-collar","married","basic.4y","unknown","no","no","telephone","may",11,541,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
147,35,"admin.","single","high.school","no","yes","no","telephone","may",16,338,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
148,40,"admin.","married","university.degree","unknown","yes","no","telephone","may",28,163,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
149,51,"blue-collar","married","basic.4y","no","yes","no","telephone","may",25,87,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
150,60,"blue-collar","married","basic.9y","unknown","no","no","telephone","may",3,301,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
151,56,"entrepreneur","married","unknown","unknown","yes","no","telephone","may",22,46,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
152,39,"services","divorced","high.school","unknown","yes","no","telephone","may",8,52,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
153,56,"entrepreneur","married","unknown","unknown","no","no","telephone","may",3,204,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
154,40,"blue-collar","married","unknown","no","yes","yes","telephone","may",12,155,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
155,36,"blue-collar","married","basic.9y","no","yes","yes","telephone","may",15,98,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
156,51,"blue-collar","married","unknown","unknown","yes","no","telephone","may",25,71,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
157,51,"blue-collar","married","unknown","unknown","no","no","telephone","may",29,243,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
158,43,"technician","single","professional.course","no","yes","no","telephone","may",7,186,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
159,59,"services","married","high.school","no","no","no","telephone","may",27,579,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
160,24,"management","single","university.degree","no","yes","no","telephone","may",3,165,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
161,37,"blue-collar","single","basic.9y","unknown","yes","yes","telephone","may",9,163,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
162,40,"blue-collar","married","basic.9y","unknown","no","no","telephone","may",29,46,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
163,42,"blue-collar","married","basic.9y","unknown","no","no","telephone","may",15,559,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
164,39,"services","divorced","high.school","unknown","no","no","telephone","may",18,2033,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
165,37,"entrepreneur","married","basic.6y","no","no","no","telephone","may",22,85,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
166,38,"services","married","high.school","no","yes","yes","telephone","may",4,506,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
167,56,"admin.","divorced","unknown","unknown","no","no","telephone","may",12,114,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
168,40,"blue-collar","married","unknown","no","no","no","telephone","may",19,114,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
169,54,"management","divorced","university.degree","no","yes","no","telephone","may",25,843,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
170,43,"blue-collar","married","high.school","unknown","no","yes","telephone","may",12,181,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
171,36,"services","married","high.school","unknown","no","no","telephone","may",5,427,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
172,45,"technician","married","university.degree","no","yes","yes","telephone","may",24,292,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
173,42,"admin.","single","university.degree","unknown","no","no","telephone","may",7,192,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
174,43,"services","married","high.school","no","no","no","telephone","may",2,93,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
175,46,"management","married","basic.9y","no","no","no","telephone","may",9,128,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
176,44,"services","married","high.school","no","yes","yes","telephone","may",29,107,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
177,51,"admin.","single","basic.6y","no","no","no","telephone","may",13,303,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
178,28,"services","married","high.school","no","yes","no","telephone","may",11,81,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
179,37,"blue-collar","married","basic.9y","no","no","no","telephone","may",30,270,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
180,34,"technician","married","high.school","no","no","no","telephone","may",12,228,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
181,46,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may",31,240,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
182,42,"blue-collar","married","basic.9y","no","yes","yes","telephone","may",20,673,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"yes"
183,36,"admin.","married","university.degree","no","yes","no","telephone","may",8,233,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
184,54,"blue-collar","married","basic.4y","unknown","no","no","telephone","may",13,102,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
185,57,"management","married","university.degree","no","no","no","telephone","may",19,461,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
186,51,"technician","married","basic.6y","unknown","no","no","telephone","may",20,250,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
187,54,"retired","married","high.school","unknown","no","no","telephone","may",3,130,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
188,49,"blue-collar","married","basic.4y","unknown","no","no","telephone","may",18,252,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
189,34,"admin.","married","university.degree","no","yes","no","telephone","may",19,138,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
190,41,"technician","married","professional.course","no","no","no","telephone","may",10,412,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
191,38,"blue-collar","single","basic.9y","no","yes","no","telephone","may",19,179,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
192,45,"management","divorced","university.degree","no","no","no","telephone","may",7,19,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
193,42,"technician","married","university.degree","no","no","no","telephone","may",26,228,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
