campaign_id,client_id,number_contacts,contact_duration,pdays,previous_campaign_contacts,previous_outcome,campaign_outcome,last_contact_date
82,82,2,165,999,0,False,False,2022-05-27
83,83,1,1042,999,0,False,True,2022-05-06
84,84,1,20,999,0,False,False,2022-05-23
85,85,1,246,999,0,False,False,2022-05-12
86,86,2,529,999,0,False,False,2022-05-23
87,87,1,192,999,0,False,False,2022-05-21
88,88,1,1467,999,0,False,True,2022-05-19
89,89,2,188,999,0,False,False,2022-05-17
90,90,2,180,999,0,False,False,2022-05-29
91,91,1,48,999,0,False,False,2022-05-05
92,92,2,213,999,0,False,False,2022-05-02
93,93,1,545,999,0,False,False,2022-05-27
94,94,1,583,999,0,False,False,2022-05-28
95,95,1,221,999,0,False,False,2022-05-25
96,96,1,426,999,0,False,False,2022-05-17
97,97,1,287,999,0,False,False,2022-05-27
98,98,1,197,999,0,False,False,2022-05-30
99,99,1,257,999,0,False,False,2022-05-03
100,100,1,229,999,0,False,False,2022-05-25
101,101,3,55,999,0,False,False,2022-05-30
102,102,1,400,999,0,False,False,2022-05-27
103,103,1,197,999,0,False,False,2022-05-19
104,104,1,190,999,0,False,False,2022-05-24
105,105,1,21,999,0,False,False,2022-05-08
106,106,2,300,999,0,False,False,2022-05-22
107,107,2,123,999,0,False,False,2022-05-09
108,108,1,293,999,0,False,False,2022-05-15
109,109,1,325,999,0,False,False,2022-05-09
110,110,1,514,999,0,False,False,2022-05-04
111,111,2,849,999,0,False,False,2022-05-01
112,112,1,194,999,0,False,False,2022-05-25
113,113,2,212,999,0,False,False,2022-05-04
114,114,2,337,999,0,False,False,2022-05-06
115,115,1,286,999,0,False,False,2022-05-20
116,116,2,247,999,0,False,False,2022-05-31
117,117,1,518,999,0,False,False,2022-05-24
118,118,1,364,999,0,False,False,2022-05-06
119,119,1,178,999,0,False,False,2022-05-26
120,120,1,98,999,0,False,False,2022-05-21
121,121,1,439,999,0,False,False,2022-05-01
122,122,1,139,999,0,False,False,2022-05-18
123,123,1,79,999,0,False,False,2022-05-09
124,124,1,175,999,0,False,False,2022-05-26
125,125,2,262,999,0,False,False,2022-05-21
126,126,1,61,999,0,False,False,2022-05-31
127,127,1,78,999,0,False,False,2022-05-24
128,128,2,102,999,0,False,False,2022-05-23
129,129,1,579,999,0,False,True,2022-05-12
130,130,1,143,999,0,False,False,2022-05-29
131,131,1,677,999,0,False,False,2022-05-20
132,132,1,267,999,0,False,False,2022-05-22
133,133,1,345,999,0,False,False,2022-05-12
134,134,1,185,999,0,False,False,2022-05-19
135,135,1,207,999,0,False,False,2022-05-05
136,136,2,69,999,0,False,False,2022-05-26
137,137,2,100,999,0,False,False,2022-05-19
138,138,2,125,999,0,False,False,2022-05-28
139,139,1,461,999,0,False,True,2022-05-27
140,140,1,240,999,0,False,False,2022-05-16
141,141,1,70,999,0,False,False,2022-05-22
142,142,1,193,999,0,False,False,2022-05-24
143,143,1,136,999,0,False,False,2022-05-17
144,144,1,73,999,0,False,False,2022-05-24
145,145,1,528,999,0,False,False,2022-05-06
146,146,1,541,999,0,False,False,2022-05-11
147,147,1,338,999,0,False,False,2022-05-16
148,148,1,163,999,0,False,False,2022-05-28
149,149,1,87,999,0,False,False,2022-05-25
150,150,1,301,999,0,False,False,2022-05-03
151,151,1,46,999,0,False,False,2022-05-22
152,152,1,52,999,0,False,False,2022-05-08
153,153,1,204,999,0,False,False,2022-05-03
154,154,1,155,999,0,False,False,2022-05-12
155,155,1,98,999,0,False,False,2022-05-15
156,156,1,71,999,0,False,False,2022-05-25
157,157,1,243,999,0,False,False,2022-05-29
158,158,2,186,999,0,False,False,2022-05-07
159,159,2,579,999,0,False,False,2022-05-27
160,160,2,165,999,0,False,False,2022-05-03
161,161,2,163,999,0,False,False,2022-05-09
162,162,1,46,999,0,False,False,2022-05-29
163,163,3,559,999,0,False,False,2022-05-15
164,164,1,2033,999,0,False,False,2022-05-18
165,165,1,85,999,0,False,False,2022-05-22
166,166,1,506,999,0,False,False,2022-05-04
167,167,2,114,999,0,False,False,2022-05-12
168,168,2,114,999,0,False,False,2022-05-19
169,169,2,843,999,0,False,False,2022-05-25
170,170,1,181,999,0,False,False,2022-05-12
171,171,1,427,999,0,False,False,2022-05-05
172,172,1,292,999,0,False,False,2022-05-24
173,173,1,192,999,0,False,False,2022-05-07
174,174,3,93,999,0,False,False,2022-05-02
175,175,2,128,999,0,False,False,2022-05-09
176,176,1,107,999,0,False,False,2022-05-29
177,177,2,303,999,0,False,False,2022-05-13
178,178,1,81,999,0,False,False,2022-05-11
179,179,1,270,999,0,False,False,2022-05-30
180,180,1,228,999,0,False,False,2022-05-12
181,181,1,240,999,0,False,False,2022-05-31
182,182,2,673,999,0,False,True,2022-05-20
183,183,3,233,999,0,False,False,2022-05-08
184,184,1,102,999,0,False,False,2022-05-13
185,185,1,461,999,0,False,False,2022-05-19
186,186,1,250,999,0,False,False,2022-05-20
187,187,1,130,999,0,False,False,2022-05-03
188,188,1,252,999,0,False,False,2022-05-18
189,189,1,138,999,0,False,False,2022-05-19
190,190,1,412,999,0,False,False,2022-05-10
191,191,2,179,999,0,False,False,2022-05-19
192,192,2,19,999,0,False,False,2022-05-07
193,193,2,228,999,0,False,False,2022-05-26
194,194,1,55,999,0,False,False,2022-05-31
195,195,1,717,999,0,False,False,2022-05-06
196,196,1,313,999,0,False,False,2022-05-07
197,197,1,289,999,0,False,False,2022-05-29
198,198,2,683,999,0,False,False,2022-05-25
199,199,1,1077,999,0,False,False,2022-05-29
200,200,2,146,999,0,False,False,2022-05-09
201,201,1,167,999,0,False,False,2022-05-15
202,202,2,356,999,0,False,False,2022-05-20
203,203,1,277,999,0,False,False,2022-05-13
204,204,1,172,999,0,False,False,2022-05-09
205,205,1,218,999,0,False,False,2022-05-10
206,206,1,217,999,0,False,False,2022-05-04
207,207,1,67,999,0,False,False,2022-05-26
208,208,1,291,999,0,False,False,2022-05-08
209,209,1,248,999,0,False,False,2022-05-24
210,210,1,256,999,0,False,False,2022-05-19
211,211,1,286,999,0,False,False,2022-05-25
212,212,1,477,999,0,False,False,2022-05-31
213,213,2,611,999,0,False,False,2022-05-05
214,214,1,471,999,0,False,False,2022-05-14
215,215,2,381,999,0,False,False,2022-05-22
216,216,1,251,999,0,False,False,2022-05-02
217,217,1,408,999,0,False,False,2022-05-20
218,218,1,287,999,0,False,False,2022-05-29
219,219,3,322,999,0,False,False,2022-05-09
220,220,2,216,999,0,False,False,2022-05-20
221,221,2,366,999,0,False,False,2022-05-26
222,222,1,210,999,0,False,False,2022-05-26
223,223,1,288,999,0,False,False,2022-05-19
224,224,1,168,999,0,False,False,2022-05-15
225,225,1,132,999,0,False,False,2022-05-17
226,226,2,64,999,0,False,False,2022-05-26
227,227,2,209,999,0,False,False,2022-05-08
228,228,3,410,999,0,False,False,2022-05-09
229,229,1,177,999,0,False,False,2022-05-19
230,230,2,580,999,0,False,False,2022-05-06
231,231,1,165,999,0,False,False,2022-05-23
232,232,2,127,999,0,False,False,2022-05-27
233,233,1,357,999,0,False,False,2022-05-17
234,234,1,175,999,0,False,False,2022-05-10
235,235,1,300,999,0,False,False,2022-05-06
236,236,1,136,999,0,False,False,2022-05-19
237,237,2,125,999,0,False,False,2022-05-24
238,238,2,189,999,0,False,False,2022-05-04
239,239,3,213,999,0,False,False,2022-05-02
240,240,2,238,999,0,False,False,2022-05-10
241,241,1,124,999,0,False,False,2022-05-04
242,242,1,18,999,0,False,False,2022-05-02
243,243,2,730,999,0,False,False,2022-05-17
244,244,1,40,999,0,False,False,2022-05-11
245,245,2,181,999,0,False,False,2022-05-16
246,246,1,79,999,0,False,False,2022-05-20
247,247,2,142,999,0,False,False,2022-05-06
248,248,1,389,999,0,False,False,2022-05-10
249,249,1,702,999,0,False,False,2022-05-24
250,250,1,151,999,0,False,False,2022-05-23
251,251,1,211,999,0,False,False,2022-05-07
252,252,1,117,999,0,False,False,2022-05-26
253,253,3,232,999,0,False,False,2022-05-24
254,254,2,408,999,0,False,False,2022-05-08
255,255,3,370,999,0,False,False,2022-05-15
256,256,2,179,999,0,False,False,2022-05-06
257,257,1,46,999,0,False,False,2022-05-01
258,258,1,200,999,0,False,False,2022-05-22
259,259,1,50,999,0,False,False,2022-05-04
260,260,1,181,999,0,False,False,2022-05-07
261,261,1,119,999,0,False,False,2022-05-26
262,262,1,361,999,0,False,False,2022-05-17
263,263,3,73,999,0,False,False,2022-05-16
264,264,2,67,999,0,False,False,2022-05-24
265,265,1,350,999,0,False,False,2022-05-10
266,266,2,150,999,0,False,False,2022-05-18
267,267,2,332,999,0,False,False,2022-05-09
268,268,2,611,999,0,False,False,2022-05-13
269,269,3,58,999,0,False,False,2022-05-25
270,270,1,151,999,0,False,False,2022-05-26
271,271,2,89,999,0,False,False,2022-05-10
272,272,1,152,999,0,False,False,2022-05-05
273,273,2,611,999,0,False,False,2022-05-25
274,274,2,110,999,0,False,False,2022-05-28
275,275,1,463,999,0,False,False,2022-05-16
276,276,1,962,999,0,False,False,2022-05-08
277,277,2,102,999,0,False,False,2022-05-22
278,278,4,10,999,0,False,False,2022-05-04
279,279,3,118,999,0,False,False,2022-05-31
280,280,2,92,999,0,False,False,2022-05-04
281,281,3,143,999,0,False,False,2022-05-10
282,282,3,189,999,0,False,False,2022-05-09
283,283,2,75,999,0,False,False,2022-05-18
284,284,2,189,999,0,False,False,2022-05-28
285,285,2,55,999,0,False,False,2022-05-11
286,286,3,935,999,0,False,True,2022-05-31
287,287,2,56,999,0,False,False,2022-05-25
288,288,2,5,999,0,False,False,2022-05-15
289,289,2,225,999,0,False,False,2022-05-23
290,290,2,125,999,0,False,False,2022-05-07
291,291,2,286,999,0,False,False,2022-05-09
292,292,2,206,999,0,False,False,2022-05-15
293,293,2,164,999,0,False,False,2022-05-16
294,294,2,98,999,0,False,False,2022-05-05
295,295,2,446,999,0,False,False,2022-05-03
296,296,2,742,999,0,False,False,2022-05-31
297,297,2,120,999,0,False,False,2022-05-06
298,298,3,122,999,0,False,False,2022-05-13
299,299,4,362,999,0,False,False,2022-05-25
300,300,2,357,999,0,False,False,2022-05-19
301,301,2,200,999,0,False,False,2022-05-27
302,302,2,107,999,0,False,False,2022-05-05
303,303,2,267,999,0,False,False,2022-05-13
304,304,2,248,999,0,False,False,2022-05-22
305,305,2,215,999,0,False,False,2022-05-08
306,306,2,209,999,0,False,False,2022-05-22
307,307,2,205,999,0,False,False,2022-05-15
308,308,3,261,999,0,False,False,2022-05-09
309,309,2,83,999,0,False,False,2022-05-20
310,310,3,106,999,0,False,False,2022-05-13
311,311,2,106,999,0,False,False,2022-05-27
312,312,2,108,999,0,False,False,2022-05-28
313,313,2,214,999,0,False,False,2022-05-17
314,314,2,358,999,0,False,False,2022-05-09
315,315,2,453,999,0,False,False,2022-05-07
316,316,2,364,999,0,False,False,2022-05-13
317,317,2,136,999,0,False,False,2022-05-19
318,318,2,173,999,0,False,False,2022-05-20
319,319,2,241,999,0,False,False,2022-05-07
320,320,3,224,999,0,False,False,2022-05-22
321,321,2,148,999,0,False,False,2022-05-31
322,322,2,230,999,0,False,False,2022-05-10
323,323,3,199,999,0,False,False,2022-05-15
324,324,2,196,999,0,False,False,2022-05-10
325,325,4,111,999,0,False,False,2022-05-23
326,326,3,231,999,0,False,False,2022-05-01
327,327,3,316,999,0,False,False,2022-05-16
328,328,2,240,999,0,False,False,2022-05-27
329,329,3,669,999,0,False,False,2022-05-21
330,330,2,425,999,0,False,False,2022-05-31
331,331,2,121,999,0,False,False,2022-05-09
332,332,5,174,999,0,False,False,2022-05-30
333,333,5,88,999,0,False,False,2022-05-07
334,334,3,313,999,0,False,False,2022-05-01
335,335,4,135,999,0,False,False,2022-05-28
336,336,2,152,999,0,False,False,2022-05-27
337,337,3,402,999,0,False,False,2022-05-29
338,338,2,221,999,0,False,False,2022-05-19
339,339,2,213,999,0,False,False,2022-05-10
340,340,3,144,999,0,False,False,2022-05-05
341,341,3,158,999,0,False,False,2022-05-11
342,342,3,220,999,0,False,False,2022-05-22
343,343,2,325,999,0,False,False,2022-05-26
344,344,2,254,999,0,False,False,2022-05-02
345,345,2,503,999,0,False,False,2022-05-24
346,346,2,680,999,0,False,False,2022-05-26
347,347,4,421,999,0,False,False,2022-05-25
348,348,3,130,999,0,False,False,2022-05-23
349,349,2,164,999,0,False,False,2022-05-03
350,350,3,174,999,0,False,False,2022-05-06
351,351,2,113,999,0,False,False,2022-05-01
352,352,2,195,999,0,False,False,2022-05-22
353,353,3,347,999,0,False,False,2022-05-01
354,354,2,208,999,0,False,False,2022-05-20
355,355,4,404,999,0,False,False,2022-05-07
356,356,2,396,999,0,False,False,2022-05-02
357,357,2,98,999,0,False,False,2022-05-21
358,358,3,229,999,0,False,False,2022-05-28
359,359,2,350,999,0,False,False,2022-05-27
360,360,3,88,999,0,False,False,2022-05-16
361,361,2,379,999,0,False,False,2022-05-30
362,362,3,168,999,0,False,False,2022-05-08
363,363,3,190,999,0,False,False,2022-05-22
364,364,1,158,999,0,False,False,2022-05-24
365,365,1,210,999,0,False,False,2022-05-05
366,366,1,102,999,0,False,False,2022-05-24
367,367,1,306,999,0,False,False,2022-05-08
368,368,1,64,999,0,False,False,2022-05-26
369,369,1,218,999,0,False,False,2022-05-12
370,370,1,77,999,0,False,False,2022-05-02
371,371,1,54,999,0,False,False,2022-05-04
372,372,1,344,999,0,False,False,2022-05-01
373,373,1,195,999,0,False,False,2022-05-16
374,374,1,202,999,0,False,False,2022-05-16
375,375,1,286,999,0,False,False,2022-05-21
376,376,1,278,999,0,False,False,2022-05-11
377,377,1,189,999,0,False,False,2022-05-01
378,378,1,83,999,0,False,False,2022-05-28
379,379,1,18,999,0,False,False,2022-05-26
380,380,2,184,999,0,False,False,2022-05-18
381,381,1,235,999,0,False,False,2022-05-13
382,382,1,290,999,0,False,False,2022-05-21
383,383,1,133,999,0,False,False,2022-05-24
384,384,1,318,999,0,False,False,2022-05-08
385,385,1,437,999,0,False,False,2022-05-07
386,386,1,402,999,0,False,False,2022-05-13
387,387,4,501,999,0,False,False,2022-05-31
388,388,1,1201,999,0,False,True,2022-05-02
389,389,1,1030,999,0,False,True,2022-05-10
390,390,1,253,999,0,False,False,2022-05-03
391,391,1,149,999,0,False,False,2022-05-29
392,392,1,144,999,0,False,False,2022-05-10
393,393,1,69,999,0,False,False,2022-05-24
394,394,1,243,999,0,False,False,2022-05-23
395,395,2,769,999,0,False,False,2022-05-06
396,396,3,135,999,0,False,False,2022-05-03
397,397,1,231,999,0,False,False,2022-05-04
398,398,2,442,999,0,False,False,2022-05-17
399,399,1,199,999,0,False,False,2022-05-05
400,400,1,455,999,0,False,False,2022-05-22
401,401,1,152,999,0,False,False,2022-05-21
402,402,1,124,999,0,False,False,2022-05-23
403,403,1,424,999,0,False,False,2022-05-19
404,404,1,43,999,0,False,False,2022-05-16
405,405,1,154,999,0,False,False,2022-05-04
406,406,1,393,999,0,False,False,2022-05-26
407,407,2,203,999,0,False,False,2022-05-03
408,408,2,140,999,0,False,False,2022-05-23
409,409,1,326,999,0,False,False,2022-05-30
410,410,1,483,999,0,False,False,2022-05-03
411,411,1,259,999,0,False,False,2022-05-12
412,412,1,227,999,0,False,False,2022-05-01
413,413,1,673,999,0,False,False,2022-05-01
414,414,1,576,999,0,False,False,2022-05-23
415,415,2,180,999,0,False,False,2022-05-24
416,416,1,90,999,0,False,False,2022-05-18
417,417,1,505,999,0,False,False,2022-05-22
418,418,1,245,999,0,False,False,2022-05-03
419,419,1,186,999,0,False,False,2022-05-23
420,420,1,208,999,0,False,False,2022-05-05
421,421,1,623,999,0,False,False,2022-05-30
422,422,1,180,999,0,False,False,2022-05-08
423,423,3,496,999,0,False,False,2022-05-11
424,424,1,118,999,0,False,False,2022-05-20
425,425,2,102,999,0,False,False,2022-05-16
426,426,1,342,999,0,False,False,2022-05-09
427,427,1,225,999,0,False,False,2022-05-01
428,428,3,185,999,0,False,False,2022-05-03
429,429,1,276,999,0,False,False,2022-05-12
430,430,1,87,999,0,False,False,2022-05-29
431,431,1,744,999,0,False,False,2022-05-13
432,432,1,262,999,0,False,False,2022-05-22
433,433,1,271,999,0,False,False,2022-05-25
434,434,1,141,999,0,False,False,2022-05-26
435,435,2,198,999,0,False,False,2022-05-05
436,436,1,150,999,0,False,False,2022-05-13
437,437,1,241,999,0,False,False,2022-05-22
438,438,1,196,999,0,False,False,2022-05-18
439,439,1,149,999,0,False,False,2022-05-18
440,440,1,264,999,0,False,False,2022-05-11
441,441,1,246,999,0,False,False,2022-05-22
442,442,2,309,999,0,False,False,2022-05-27
443,443,1,140,999,0,False,False,2022-05-20
444,444,1,175,999,0,False,False,2022-05-13
445,445,1,136,999,0,False,False,2022-05-07
446,446,1,1623,999,0,False,True,2022-05-29
447,447,1,50,999,0,False,False,2022-05-16
448,448,1,101,999,0,False,False,2022-05-15
449,449,1,144,999,0,False,False,2022-05-09
450,450,1,238,999,0,False,False,2022-05-17
451,451,1,354,999,0,False,False,2022-05-13
452,452,2,451,999,0,False,False,2022-05-07
453,453,1,159,999,0,False,False,2022-05-23
454,454,1,170,999,0,False,False,2022-05-19
455,455,1,243,999,0,False,False,2022-05-30
456,456,2,141,999,0,False,False,2022-05-03
457,457,1,112,999,0,False,False,2022-05-08
458,458,2,262,999,0,False,False,2022-05-01
459,459,1,53,999,0,False,False,2022-05-09
460,460,1,134,999,0,False,False,2022-05-25
461,461,4,204,999,0,False,False,2022-05-21
462,462,1,678,999,0,False,False,2022-05-22
463,463,1,182,999,0,False,False,2022-05-18
464,464,1,162,999,0,False,False,2022-05-26
465,465,1,177,999,0,False,False,2022-05-05
466,466,1,27,999,0,False,False,2022-05-12
467,467,3,699,999,0,False,False,2022-05-20
468,468,1,358,999,0,False,False,2022-05-13
469,469,1,1677,999,0,False,True,2022-05-18
470,470,1,529,999,0,False,False,2022-05-10
471,471,1,310,999,0,False,False,2022-05-04
472,472,1,47,999,0,False,False,2022-05-11
473,473,1,379,999,0,False,False,2022-05-16
474,474,2,30,999,0,False,False,2022-05-30
475,475,1,472,999,0,False,False,2022-05-22
476,476,1,113,999,0,False,False,2022-05-06
477,477,1,114,999,0,False,False,2022-05-27
478,478,1,116,999,0,False,False,2022-05-03
479,479,1,448,999,0,False,False,2022-05-23
480,480,1,264,999,0,False,False,2022-05-05
481,481,1,169,999,0,False,False,2022-05-16
482,482,1,145,999,0,False,False,2022-05-04
483,483,1,288,999,0,False,False,2022-05-24
484,484,1,381,999,0,False,False,2022-05-31
485,485,2,176,999,0,False,False,2022-05-30
486,486,1,215,999,0,False,False,2022-05-02
487,487,1,278,999,0,False,False,2022-05-06
488,488,2,188,999,0,False,False,2022-05-02
489,489,2,174,999,0,False,False,2022-05-06
490,490,2,226,999,0,False,False,2022-05-18
491,491,2,111,999,0,False,False,2022-05-17
492,492,2,157,999,0,False,False,2022-05-10
493,493,1,46,999,0,False,False,2022-05-28
494,494,1,49,999,0,False,False,2022-05-29
495,495,1,374,999,0,False,False,2022-05-16
496,496,1,349,999,0,False,False,2022-05-01
497,497,1,325,999,0,False,False,2022-05-16
498,498,2,233,999,0,False,False,2022-05-10
499,499,1,531,999,0,False,False,2022-05-02
500,500,1,153,999,0,False,False,2022-05-19
501,501,1,80,999,0,False,False,2022-05-04
502,502,1,198,999,0,False,False,2022-05-25
503,503,1,568,999,0,False,False,2022-05-08
504,504,1,918,999,0,False,True,2022-05-31
505,505,1,82,999,0,False,False,2022-05-10
506,506,3,198,999,0,False,False,2022-05-10
507,507,1,211,999,0,False,False,2022-05-11
508,508,1,120,999,0,False,False,2022-05-12
509,509,1,269,999,0,False,False,2022-05-25
510,510,1,128,999,0,False,False,2022-05-09
511,511,2,166,999,0,False,False,2022-05-17
512,512,1,211,999,0,False,False,2022-05-19
513,513,1,369,999,0,False,False,2022-05-11
514,514,1,91,999,0,False,False,2022-05-21
515,515,2,267,999,0,False,False,2022-05-04
516,516,1,198,999,0,False,False,2022-05-28
517,517,2,371,999,0,False,False,2022-05-08
518,518,2,288,999,0,False,False,2022-05-11
519,519,1,221,999,0,False,False,2022-05-08
520,520,1,427,999,0,False,False,2022-05-01
521,521,1,310,999,0,False,False,2022-05-23
522,522,1,158,999,0,False,False,2022-05-04
523,523,1,198,999,0,False,False,2022-05-19
524,524,1,145,999,0,False,False,2022-05-02
525,525,1,247,999,0,False,False,2022-05-04
526,526,1,102,999,0,False,False,2022-05-07
527,527,2,179,999,0,False,False,2022-05-06
528,528,1,73,999,0,False,False,2022-05-16
529,529,2,263,999,0,False,False,2022-05-22
530,530,2,342,999,0,False,False,2022-05-07
531,531,1,41,999,0,False,False,2022-05-25
532,532,1,13,999,0,False,False,2022-05-16
533,533,2,79,999,0,False,False,2022-05-03
534,534,1,358,999,0,False,False,2022-05-29
535,535,1,162,999,0,False,False,2022-05-20
536,536,1,150,999,0,False,False,2022-05-30
537,537,1,26,999,0,False,False,2022-05-23
538,538,1,250,999,0,False,False,2022-05-29
539,539,1,792,999,0,False,False,2022-05-09
540,540,1,146,999,0,False,False,2022-05-23
541,541,1,440,999,0,False,False,2022-05-26
542,542,1,289,999,0,False,False,2022-05-18
543,543,2,242,999,0,False,False,2022-05-29
544,544,1,123,999,0,False,False,2022-05-25
545,545,2,161,999,0,False,False,2022-05-01
546,546,2,268,999,0,False,False,2022-05-28
547,547,2,259,999,0,False,False,2022-05-03
548,548,1,26,999,0,False,False,2022-05-25
549,549,1,153,999,0,False,False,2022-05-03
550,550,2,424,999,0,False,False,2022-05-04
551,551,1,375,999,0,False,False,2022-05-22
552,552,2,179,999,0,False,False,2022-05-11
553,553,1,383,999,0,False,False,2022-05-14
554,554,1,440,999,0,False,False,2022-05-25
555,555,1,195,999,0,False,False,2022-05-13
556,556,3,1297,999,0,False,True,2022-05-02
557,557,1,217,999,0,False,False,2022-05-12
558,558,1,87,999,0,False,False,2022-05-19
559,559,1,427,999,0,False,False,2022-05-21
560,560,1,189,999,0,False,False,2022-05-18
561,561,1,502,999,0,False,False,2022-05-22
562,562,1,260,999,0,False,False,2022-05-27
563,563,1,209,999,0,False,False,2022-05-06
564,564,1,179,999,0,False,False,2022-05-12
565,565,1,179,999,0,False,False,2022-05-16
566,566,1,69,999,0,False,False,2022-05-23
567,567,2,105,999,0,False,False,2022-05-14
568,568,3,266,999,0,False,False,2022-05-29
569,569,2,87,999,0,False,False,2022-05-21
570,570,2,524,999,0,False,False,2022-05-22
571,571,2,155,999,0,False,False,2022-05-17
572,572,2,162,999,0,False,False,2022-05-25
573,573,4,316,999,0,False,False,2022-05-27
574,574,2,352,999,0,False,False,2022-05-24
575,575,3,695,999,0,False,False,2022-05-30
576,576,4,76,999,0,False,False,2022-05-31
577,577,2,535,999,0,False,False,2022-05-12
578,578,2,310,999,0,False,False,2022-05-08
579,579,3,390,999,0,False,False,2022-05-02
580,580,1,369,999,0,False,False,2022-05-13
581,581,2,112,999,0,False,False,2022-05-02
582,582,1,79,999,0,False,False,2022-05-13
583,583,2,140,999,0,False,False,2022-05-28
584,584,1,315,999,0,False,False,2022-05-18
585,585,2,262,999,0,False,False,2022-05-07
586,586,2,174,999,0,False,False,2022-05-06
587,587,2,424,999,0,False,False,2022-05-10
588,588,1,135,999,0,False,False,2022-05-06
589,589,5,36,999,0,False,False,2022-05-09
590,590,3,1906,999,0,False,False,2022-05-15
591,591,2,219,999,0,False,False,2022-05-06
592,592,1,135,999,0,False,False,2022-05-20
593,593,2,147,999,0,False,False,2022-05-26
594,594,2,407,999,0,False,False,2022-05-23
595,595,4,402,999,0,False,False,2022-05-14
596,596,1,209,999,0,False,False,2022-05-30
597,597,2,92,999,0,False,False,2022-05-11
598,598,1,208,999,0,False,False,2022-05-07
599,599,1,193,999,0,False,False,2022-05-27
600,600,1,65,999,0,False,False,2022-05-31
601,601,2,284,999,0,False,False,2022-05-10
602,602,1,285,999,0,False,False,2022-05-25
